"CAPKO_1" "CAPKO_2" "CAPKO_3" "CAPKO_4" "CAPKO_5" "WT_1" "WT_2" "WT_3" "WT_4" "WT_5"
"PBANKA_1401200" 791 260 221 615 77 2155 2526 1958 1265 647
"PBANKA_1401300" 5744 2466 2867 6363 765 10039 10891 11834 12242 8592
"PBANKA_1401400" 486 186 204 487 71 1341 1407 1241 1226 756
"PBANKA_1401500" 481 189 206 464 109 1316 1213 1844 1396 2141
"PBANKA_1401600" 425 177 160 564 36 1398 1416 1982 1301 1473
"PBANKA_1401700" 248 145 129 251 46 669 762 828 711 694
"PBANKA_1401800" 146 57 80 205 17 453 475 588 402 399
"PBANKA_1401900" 395 107 159 329 29 993 1023 912 741 375
"PBANKA_1402000" 640 211 212 602 70 1144 1388 1276 706 442
"PBANKA_1402100" 84 37 38 62 26 150 164 256 209 232
"PBANKA_1402200" 423 203 198 620 57 1393 1377 1323 1046 704
"PBANKA_1402300" 219 38 36 152 18 401 487 368 148 123
"PBANKA_1402400" 175 106 71 161 33 179 165 320 222 557
"PBANKA_1402500" 1117 331 233 820 126 1831 2059 2362 1372 1513
"PBANKA_1402600" 1473 459 413 1130 174 2496 2928 2850 1890 2739
"PBANKA_1402700" 353 140 122 353 35 1220 1344 1712 1304 1471
"PBANKA_1402800" 203 87 114 173 38 628 487 705 763 910
"PBANKA_1402900" 341 131 147 459 27 792 742 753 531 327
"PBANKA_1403000" 606 400 297 549 159 1074 1078 1112 1503 1625
"PBANKA_1403100" 340 115 105 352 40 1473 1647 1634 840 680
"PBANKA_1403200" 317 145 123 236 52 632 594 748 978 1489
"PBANKA_1403300" 98 41 18 98 14 127 127 183 96 152
"PBANKA_1403400" 346 183 156 364 52 909 819 848 1152 968
"PBANKA_1403500" 307 55 66 258 18 726 941 1112 449 456
"PBANKA_1403600" 270 73 107 246 32 533 632 853 516 505
"PBANKA_1403700" 145 78 86 217 19 434 403 478 453 390
"PBANKA_1403800" 1679 466 386 1319 158 3173 3886 2038 916 441
"PBANKA_1403900" 243 100 147 278 34 842 929 1066 898 763
"PBANKA_1404000" 161 38 87 181 17 438 378 443 303 266
"PBANKA_1404100" 143 80 87 196 12 637 526 851 618 711
"PBANKA_1404200" 149 77 66 151 28 410 317 409 567 549
"PBANKA_1404300" 7 1 2 7 0 9 2 4 3 2
"PBANKA_1404400" 255 78 136 356 26 673 832 924 810 459
"PBANKA_1404500" 2 2 1 10 0 15 21 30 38 24
"PBANKA_1404600" 78 57 54 112 11 255 248 247 287 252
"PBANKA_1404700" 355 103 139 398 46 1033 1092 1685 1258 1616
"PBANKA_1404800" 864 263 268 727 142 984 1113 1252 980 894
"PBANKA_1404900" 3304 1376 1222 2501 588 8956 7826 8477 8217 8688
"PBANKA_1405000" 116 32 21 91 6 79 114 114 91 54
"PBANKA_1405100" 899 331 281 743 164 2066 1860 2279 2306 2765
"PBANKA_1405200" 695 268 324 853 111 2026 1748 2251 2251 2013
"PBANKA_1405300" 242 86 93 313 19 765 836 1004 814 403
"PBANKA_1405400" 1286 488 542 1275 173 2702 2931 2917 2199 1686
"PBANKA_1405500" 1004 445 411 962 191 1539 1485 1790 1867 1809
"PBANKA_1405600" 339 95 130 341 25 490 664 713 760 326
"PBANKA_1405700" 248 112 91 264 36 719 652 802 849 503
"PBANKA_1405800" 802 286 299 720 104 1889 1764 1916 1494 991
"PBANKA_1405900" 182 65 80 140 14 327 334 397 332 253
"PBANKA_1406000" 1 0 3 4 0 3 8 12 6 2
"PBANKA_1406100" 948 240 245 708 126 1811 1686 1520 1143 920
"PBANKA_1406200" 1080 290 285 865 75 3580 4144 3539 1771 862
"PBANKA_1406300" 474 176 149 415 76 1103 1086 1102 866 670
"PBANKA_1406400" 41 24 1 49 6 21 22 109 134 30
"PBANKA_1406500" 66 19 28 66 8 72 72 96 166 90
"PBANKA_1406600" 132 44 55 112 11 325 390 466 409 546
"PBANKA_1406700" 5656 1765 1462 4425 652 10660 12636 7048 3896 1704
"PBANKA_1406800" 5741 2889 2185 4029 1593 6544 6009 6082 9221 9900
"PBANKA_1406900" 720 177 144 435 62 1711 2033 1103 506 374
"PBANKA_1407000" 91 65 54 93 5 178 160 203 173 170
"PBANKA_1407100" 163 65 59 192 19 618 557 525 361 288
"PBANKA_1407200" 191 64 65 177 20 758 695 966 630 577
"PBANKA_1407300" 356 101 135 323 40 787 840 1170 977 1180
"PBANKA_1407400" 1713 442 387 1433 156 3981 3988 2653 1244 620
"PBANKA_1407500" 265 108 148 312 41 587 509 565 553 507
"PBANKA_1407600" 7190 3254 3990 8389 1041 20205 18097 21533 23904 16577
"PBANKA_1407700" 1175 379 360 756 118 3594 3469 4068 3841 3355
"PBANKA_1407800" 631 196 199 497 76 1683 1750 1968 1558 954
"PBANKA_1407900" 2968 720 506 1875 207 2189 2242 2008 1389 833
"PBANKA_1408000" 846 385 338 678 88 2446 2387 2588 2937 1865
"PBANKA_1408100" 351 174 142 408 42 1075 1189 1354 1259 965
"PBANKA_1408200" 463 155 140 394 60 1324 1360 1069 744 617
"PBANKA_1408300" 560 228 254 561 105 1464 1287 1549 1487 1424
"PBANKA_1408400" 66 25 32 72 12 247 218 351 252 266
"PBANKA_1408500" 219 110 87 222 30 880 685 1100 955 1121
"PBANKA_1408600" 130 39 49 157 20 367 389 433 307 240
"PBANKA_1408700" 1 2 1 4 0 5 7 13 38 14
"PBANKA_1408800" 131 55 77 151 20 372 393 463 494 319
"PBANKA_1408900" 2016 746 482 1699 351 3837 3924 2489 1292 926
"PBANKA_1409000" 229 105 75 274 29 448 471 657 544 597
"PBANKA_1409100" 567 221 175 408 135 1024 839 988 1303 1826
"PBANKA_1409200" 109 79 45 109 28 121 149 376 642 544
"PBANKA_1409300" 1237 402 438 1079 120 3571 3646 3350 1887 1067
"PBANKA_1409400" 935 342 379 724 211 1938 1616 2131 2108 2802
"PBANKA_1409500" 179 69 75 91 33 328 292 361 409 354
"PBANKA_1409600" 202 77 48 214 12 37 33 33 28 10
"PBANKA_1409700" 543 208 245 586 90 971 1087 1123 908 786
"PBANKA_1409800" 594 216 230 429 132 1127 1102 1491 1266 2084
"PBANKA_1409900" 1270 503 510 1089 171 3129 2703 3550 2993 3687
"PBANKA_1410000" 6993 2834 2498 4594 1579 13649 11417 13368 15329 25031
"PBANKA_1410100" 1729 656 663 1879 171 4152 4374 5057 4646 2620
"PBANKA_1410200" 373 165 132 314 58 972 705 729 1010 765
"PBANKA_1410300" 24093 8898 8255 19175 3680 30732 29193 22928 20624 14339
"PBANKA_1410400" 3763 1611 1344 2947 917 5408 4911 5386 5767 8175
"PBANKA_1410500" 18 4 5 13 0 14 41 36 24 56
"PBANKA_1410600" 37 6 8 26 2 87 82 141 86 79
"PBANKA_1410700" 205 60 94 169 21 453 512 724 613 707
"PBANKA_1410800" 172 65 61 165 22 339 317 410 317 348
"PBANKA_1410900" 527 153 181 478 57 826 724 658 360 189
"PBANKA_1410950" 71 37 24 60 4 9 7 25 14 15
"PBANKA_1411000" 9 7 2 0 4 82 73 129 122 141
"PBANKA_1411100" 1038 436 405 664 157 1529 1551 2325 2123 4418
"PBANKA_1411200" 795 214 164 629 47 2122 2395 1242 503 241
"PBANKA_1411300" 5443 1572 1423 3918 530 10206 11406 9606 5106 3941
"PBANKA_1411400" 221 91 76 158 57 342 283 401 434 767
"PBANKA_1411500" 0 0 2 4 0 28 26 24 12 22
"PBANKA_1411600" 69 31 27 82 12 210 165 237 201 237
"PBANKA_1411700" 149 58 77 148 41 356 328 449 404 598
"PBANKA_1411800" 740 252 281 667 104 1550 1703 1577 1313 1014
"PBANKA_1411900" 16 2 6 9 0 29 22 89 43 29
"PBANKA_1412000" 47 14 6 22 4 22 42 55 15 10
"PBANKA_1412100" 303 128 144 373 78 641 620 666 816 598
"PBANKA_1412200" 164 60 53 164 15 463 632 435 222 116
"PBANKA_1412300" 259 84 132 280 17 1044 883 1236 1268 886
"PBANKA_1412400" 302 104 110 316 29 967 1048 979 656 482
"PBANKA_1412500" 85 48 64 124 8 231 254 264 212 206
"PBANKA_1412600" 246 73 58 219 20 648 637 501 201 146
"PBANKA_1412800" 113 48 35 148 13 430 436 563 325 355
"PBANKA_1412900" 146 44 53 111 17 387 440 676 520 1145
"PBANKA_1413000" 213 90 89 276 33 663 762 996 812 523
"PBANKA_1413100" 99 56 64 216 2 507 523 662 459 229
"PBANKA_1413200" 734 247 305 862 80 1553 1292 1389 1127 780
"PBANKA_1413300" 9 5 1 7 0 19 15 44 27 21
"PBANKA_1413400" 1547 689 683 1426 289 3783 3171 3898 4115 4884
"PBANKA_1413500" 155 84 90 172 20 487 340 431 526 394
"PBANKA_1413600" 46 37 22 42 8 39 66 62 47 56
"PBANKA_1413700" 165 76 68 179 14 295 263 336 294 194
"PBANKA_1413800" 56 24 25 47 8 96 96 291 238 274
"PBANKA_1413900" 1189 517 493 1219 199 3001 2752 3317 3057 2601
"PBANKA_1414000" 906 457 500 1093 153 2571 2301 2795 3580 2254
"PBANKA_1414200" 402 142 184 449 104 965 896 1092 1152 1255
"PBANKA_1414300" 118 27 54 130 5 413 475 602 445 235
"PBANKA_1414400" 796 272 304 866 94 1922 2537 2841 1809 1764
"PBANKA_1414500" 1929 730 394 1334 187 81 284 199 225 272
"PBANKA_1414600" 297 89 62 279 29 470 434 466 243 152
"PBANKA_1414700" 79 30 17 67 4 212 210 335 222 361
"PBANKA_1414800" 151 63 36 116 14 1 16 34 16 25
"PBANKA_1414900" 189 98 99 207 31 164 231 458 367 648
"PBANKA_1415000" 750 253 252 666 94 1835 1926 2060 1244 886
"PBANKA_1415100" 950 322 335 900 88 3040 3152 3269 2528 1445
"PBANKA_1415200" 541 207 153 473 58 111 184 164 132 102
"PBANKA_1415300" 305 142 149 330 31 862 729 1038 1004 887
"PBANKA_1415400" 865 274 270 874 73 1136 1411 1465 1027 796
"PBANKA_1415500" 592 253 270 631 88 1675 1741 2099 1629 1384
"PBANKA_1415600" 1797 671 477 1346 323 2810 3106 3871 3159 5200
"PBANKA_1415700" 1884 401 315 1204 183 3414 3905 2937 1362 1120
"PBANKA_1415800" 489 228 288 644 75 1476 1538 1908 1819 988
"PBANKA_1415900" 962 332 367 802 99 1844 1826 2010 1950 1339
"PBANKA_1416000" 72 39 47 73 8 132 147 157 158 177
"PBANKA_1416100" 218 69 66 195 19 489 662 849 462 524
"PBANKA_1416200" 62 27 26 106 9 127 124 118 95 79
"PBANKA_1416300" 5188 2425 2921 5638 888 11941 11190 13341 15863 11176
"PBANKA_1416400" 800 353 295 747 148 1113 1131 1019 1185 600
"PBANKA_1416500" 12 2 8 13 0 14 16 58 62 25
"PBANKA_1416600" 572 211 213 441 104 975 943 996 1138 1243
"PBANKA_1416700" 57 32 30 73 9 87 116 157 89 113
"PBANKA_1416800" 29 8 2 15 4 57 83 164 74 51
"PBANKA_1416900" 240 109 43 163 27 165 263 294 156 134
"PBANKA_1417000" 16 1 16 37 1 23 28 25 39 19
"PBANKA_1417100" 411 133 127 360 59 527 509 636 589 610
"PBANKA_1417200" 771 176 91 474 30 34 129 118 58 47
"PBANKA_1417300" 3411 1338 1288 3097 581 6537 5647 6414 6021 6262
"PBANKA_1417400" 653 164 112 384 36 97 151 201 115 146
"PBANKA_1417500" 819 255 299 938 91 2342 1984 2491 1900 1547
"PBANKA_1417600" 405 209 156 460 43 2126 1568 2056 2074 1393
"PBANKA_1417700" 50 17 7 30 1 129 131 53 71 69
"PBANKA_1417800" 692 262 300 603 75 1895 2212 1900 1293 522
"PBANKA_1417900" 1260 348 227 832 126 3598 4197 4541 2296 2797
"PBANKA_1418000" 4 2 7 9 2 44 23 32 23 9
"PBANKA_1418100" 128 45 13 76 12 19 35 22 5 29
"PBANKA_1418200" 317 113 129 304 42 1181 1110 1028 867 601
"PBANKA_1418300" 3317 1188 1056 2359 456 10515 10624 10556 7807 6788
"PBANKA_1418400" 444 222 160 339 100 1183 1078 1147 1201 2054
"PBANKA_1418500" 137 66 61 207 19 260 258 358 261 302
"PBANKA_1418600" 67 24 26 79 11 101 74 63 45 74
"PBANKA_1418700" 223 76 103 247 23 425 373 421 427 408
"PBANKA_1418800" 576 254 269 572 126 1550 1340 1647 1677 1568
"PBANKA_1418900" 1945 763 684 1507 278 3741 3615 4876 5384 5653
"PBANKA_1419000" 85 24 27 65 15 225 261 468 312 254
"PBANKA_1419100" 2655 1069 984 2319 508 4796 4425 5605 4876 6085
"PBANKA_1419200" 863 426 351 581 170 1533 1381 1491 1835 2677
"PBANKA_1419300" 1163 352 303 1111 89 53 170 168 120 70
"PBANKA_1419400" 15 10 6 21 0 23 18 15 18 4
"PBANKA_1419500" 57 42 27 55 14 125 99 157 163 193
"PBANKA_1419600" 84 42 26 124 9 232 254 224 147 117
"PBANKA_1419700" 387 168 162 422 81 963 966 1558 1515 1640
"PBANKA_1419800" 102 25 38 94 21 365 492 717 587 504
"PBANKA_1419900" 20 8 17 24 6 57 31 83 75 95
"PBANKA_1420000" 200 57 95 200 36 567 540 663 713 606
"PBANKA_1420100" 26 16 17 30 5 107 110 135 91 32
"PBANKA_1420200" 425 118 141 420 46 991 884 980 597 542
"PBANKA_1420300" 479 158 181 549 54 1300 1206 1628 1732 1564
"PBANKA_1420400" 266 105 73 230 20 566 507 615 605 622
"PBANKA_1420500" 2024 586 464 1620 180 5566 6629 3286 1580 567
"PBANKA_1420600" 1873 955 789 1648 306 4878 3969 6046 8202 8424
"PBANKA_1420700" 64 36 16 78 5 87 104 75 41 22
"PBANKA_1420800" 1306 372 307 1039 115 2368 2594 2394 1281 621
"PBANKA_1420900" 235 85 96 236 31 760 780 898 634 403
"PBANKA_1421000" 62 58 22 116 10 81 119 117 79 63
"PBANKA_1421100" 627 272 305 687 90 2065 1922 2353 2084 1852
"PBANKA_1421200" 283 115 109 272 65 871 728 825 787 439
"PBANKA_1421300" 386 156 152 440 51 950 944 1088 1121 769
"PBANKA_1421400" 38 15 11 34 4 3 8 19 14 13
"PBANKA_1421500" 723 222 104 610 30 29 133 121 35 42
"PBANKA_1421600" 47 32 10 55 15 4 13 8 15 29
"PBANKA_1421700" 866 389 275 835 62 37 142 133 136 120
"PBANKA_1421800" 206 59 93 229 40 596 578 720 703 737
"PBANKA_1421900" 836 322 284 803 114 1448 1348 1372 1144 931
"PBANKA_1422000" 28 6 4 27 1 26 46 39 51 41
"PBANKA_1422100" 293 142 147 284 60 897 701 885 818 962
"PBANKA_1422200" 465 207 195 453 91 1254 1246 1341 1274 1238
"PBANKA_1422300" 106 30 41 112 15 195 154 203 137 89
"PBANKA_1422400" 2068 787 746 1803 316 6581 6413 6139 5084 3443
"PBANKA_1422500" 171 69 64 173 21 386 324 350 281 154
"PBANKA_1422600" 115 47 84 201 6 310 301 317 293 174
"PBANKA_1422700" 1417 584 551 1116 367 2430 2049 2160 2795 2973
"PBANKA_1422800" 19 6 4 17 0 0 4 4 4 5
"PBANKA_1422900" 1899 808 464 1183 199 102 280 252 288 385
"PBANKA_1423000" 21 6 10 21 2 73 54 177 199 95
"PBANKA_1423100" 81 33 35 84 7 86 118 171 141 137
"PBANKA_1423200" 243 61 63 296 21 280 319 322 273 87
"PBANKA_1423300" 67253 34124 25934 48403 16059 90076 87426 91210 121003 143550
"PBANKA_1423400" 212 68 98 170 23 743 821 878 883 749
"PBANKA_1423500" 10465 4962 4913 9791 1662 17646 19116 21406 27257 21820
"PBANKA_1423600" 6164 2938 2745 5207 953 11703 11984 12831 18460 15529
"PBANKA_1423700" 394 152 102 324 34 68 119 126 130 110
"PBANKA_1423800" 157 44 31 150 18 371 358 323 217 184
"PBANKA_1423900" 277 153 119 323 42 588 559 583 570 524
"PBANKA_1424000" 439 137 147 396 57 777 767 880 773 790
"PBANKA_1424100" 228 101 116 272 33 845 610 790 828 824
"PBANKA_1424200" 4474 1675 1764 4664 639 6702 6046 5607 5748 3515
"PBANKA_1424300" 5244 2373 2380 5082 886 10602 10926 11956 11432 8360
"PBANKA_1424400" 412 132 157 439 79 682 740 623 624 608
"PBANKA_1424500" 183 76 40 174 20 66 59 125 113 65
"PBANKA_1424600" 395 148 223 451 42 1278 1322 1267 1361 509
"PBANKA_1424700" 101 52 46 111 18 220 167 198 256 327
"PBANKA_1424800" 523 219 280 476 66 1243 1038 1190 1396 1369
"PBANKA_1424900" 736 343 361 608 119 2042 1948 2429 2852 3007
"PBANKA_1425000" 1603 554 467 1350 159 4875 5402 3933 1638 872
"PBANKA_1425100" 4367 1976 1825 3833 811 9934 9108 10628 11134 11809
"PBANKA_1425200" 13 5 9 17 3 11 20 20 27 18
"PBANKA_1425300" 420 127 177 377 64 913 783 1034 862 1265
"PBANKA_1425350" 330 87 140 288 18 577 678 847 541 565
"PBANKA_1425400" 998 270 228 769 86 2203 2406 1994 1069 900
"PBANKA_1425500" 829 321 381 899 122 2061 2007 2181 2046 1551
"PBANKA_1425600" 313 152 109 372 33 849 843 851 649 535
"PBANKA_1425700" 28 10 24 72 5 98 118 145 63 38
"PBANKA_1425800" 36 15 5 30 3 17 21 22 14 30
"PBANKA_1425900" 141 51 61 164 13 299 343 485 572 254
"PBANKA_1426000" 333 86 84 302 25 689 757 635 504 277
"PBANKA_1426100" 1512 547 557 1443 205 3201 3145 3203 2365 2148
"PBANKA_1426200" 2586 723 522 1885 278 8328 9192 6576 2778 1474
"PBANKA_1426300" 1014 287 355 1163 82 3608 4030 3815 2185 1046
"PBANKA_1426400" 413 145 178 461 54 1607 1480 1752 1447 1184
"PBANKA_1426500" 318 101 70 249 41 439 403 591 570 476
"PBANKA_1426600" 208 65 75 164 26 257 254 236 312 202
"PBANKA_1426700" 1391 522 507 1152 188 1910 1700 1489 1666 986
"PBANKA_1426800" 126 60 35 129 11 212 228 269 324 263
"PBANKA_1426900" 5256 1589 1327 4452 529 9787 10439 8477 5435 3216
"PBANKA_1427000" 1062 324 393 660 179 2366 1992 2329 2109 2425
"PBANKA_1427100" 804 313 249 874 96 1118 1118 1435 1115 666
"PBANKA_1427200" 1019 391 333 868 211 2082 1829 2171 2043 2755
"PBANKA_1427300" 655 159 198 619 64 1306 1298 1191 677 477
"PBANKA_1427400" 129 33 67 175 8 492 495 716 472 523
"PBANKA_1427500" 920 387 441 912 148 1406 1327 1454 1715 2035
"PBANKA_1427600" 30 7 11 44 2 30 49 51 38 39
"PBANKA_1427700" 118 65 46 138 21 4 11 10 4 18
"PBANKA_1427800" 596 108 96 337 49 665 792 510 239 296
"PBANKA_1427900" 268 118 129 270 38 937 906 1185 1160 1067
"PBANKA_1428000" 645 191 190 514 58 1334 1404 1378 702 470
"PBANKA_1428050" 137 69 64 184 11 441 424 543 598 726
"PBANKA_1428100" 183 40 66 226 9 336 409 457 276 177
"PBANKA_1428200" 77 14 25 93 6 201 183 259 146 82
"PBANKA_1428300" 254 87 62 223 35 159 221 200 164 125
"PBANKA_1428400" 252 97 148 252 35 547 456 555 628 616
"PBANKA_1428500" 551 282 224 602 126 1280 1066 1232 1574 1529
"PBANKA_1428600" 155 58 104 231 24 460 563 753 690 518
"PBANKA_1428700" 11301 3261 2930 8453 1123 20140 21110 11284 5718 2153
"PBANKA_1428800" 585 273 217 484 88 2296 2170 2516 2661 2326
"PBANKA_1428900" 1365 424 343 1111 107 4299 4740 3715 1884 833
"PBANKA_1429000" 192 75 80 187 22 720 776 948 823 683
"PBANKA_1429100" 142 92 47 115 14 6 6 18 9 12
"PBANKA_1429200" 725 341 158 573 61 22 54 107 79 63
"PBANKA_1429300" 50 22 29 71 10 19 31 47 46 42
"PBANKA_1429400" 187 86 57 162 39 152 225 318 350 634
"PBANKA_1429500" 610 251 273 541 111 1511 1593 1729 2194 2017
"PBANKA_1429600" 3207 1206 1241 3075 517 4531 4802 4677 4887 3667
"PBANKA_1429700" 2657 907 902 2141 290 7073 7685 7268 5204 3845
"PBANKA_1429800" 387 162 152 365 57 1003 875 982 1053 1260
"PBANKA_1429900" 216 87 109 260 34 736 750 877 588 523
"PBANKA_1430000" 92 64 63 104 9 367 314 355 406 238
"PBANKA_1430100" 352 117 107 354 49 1094 991 1127 988 1188
"PBANKA_1430200" 47 16 33 110 1 356 298 452 281 169
"PBANKA_1430300" 982 336 228 788 70 29 147 189 179 169
"PBANKA_1430400" 712 277 352 799 148 2190 1841 2618 2353 2264
"PBANKA_1430500" 347 134 137 278 32 663 698 737 813 735
"PBANKA_1430600" 211 152 117 299 32 178 230 277 274 266
"PBANKA_1430700" 1139 455 493 1010 184 2979 2605 3282 3842 4071
"PBANKA_1430800" 600 238 251 433 90 688 961 1300 1105 2055
"PBANKA_1430900" 444 99 126 322 66 1070 1052 1185 674 681
"PBANKA_1431000" 441 202 203 398 74 965 823 891 845 1071
"PBANKA_1431050" 2141 1078 836 1859 619 3940 2963 3053 4485 4113
"PBANKA_1431100" 825 254 267 672 105 1729 1428 1831 1589 1852
"PBANKA_1431200" 0 6 0 8 0 2 3 17 5 0
"PBANKA_1431300" 53 22 16 51 9 73 55 78 109 83
"PBANKA_1431400" 53 25 31 46 4 38 40 36 29 6
"PBANKA_1431500" 99 86 58 153 12 6 13 21 23 9
"PBANKA_1431600" 278 132 126 415 44 954 796 875 806 625
"PBANKA_1431700" 248 92 131 333 37 701 769 983 579 458
"PBANKA_1431800" 163 41 75 203 27 363 414 451 354 479
"PBANKA_1431900" 1337 546 561 1153 215 2833 2843 3221 3571 4025
"PBANKA_1432000" 113 48 57 156 13 296 240 326 381 215
"PBANKA_1432100" 184 60 77 218 10 475 533 523 417 380
"PBANKA_1432200" 1279 1107 696 1691 354 25 97 76 95 80
"PBANKA_1432300" 86 28 15 26 7 2 13 16 29 26
"PBANKA_1432400" 346 171 133 387 73 103 89 111 155 76
"PBANKA_1432500" 1139 343 305 910 159 2616 2820 2636 1515 1051
"PBANKA_1432600" 61 24 42 50 6 134 108 142 134 113
"PBANKA_1432700" 85 24 37 68 5 58 79 175 169 115
"PBANKA_1432800" 653 195 138 537 61 1681 1918 1579 948 430
"PBANKA_1432900" 305 129 102 328 38 822 868 760 549 464
"PBANKA_1433000" 412 212 197 515 80 1136 1124 1334 1176 1214
"PBANKA_1433100" 571 220 284 782 45 1656 1672 1640 1780 828
"PBANKA_1433200" 42 35 19 65 2 168 176 224 187 77
"PBANKA_1433300" 511 187 187 420 64 1229 1189 1285 1420 1029
"PBANKA_1433400" 45 37 25 67 10 176 167 237 162 133
"PBANKA_1433500" 517 190 212 436 103 960 956 1062 1129 1383
"PBANKA_1433600" 22 9 16 18 4 37 52 50 43 73
"PBANKA_1433700" 89 26 16 57 4 35 71 158 133 170
"PBANKA_1433800" 738 266 158 581 63 1613 1854 1533 946 819
"PBANKA_1433900" 130 54 41 153 1 319 356 526 415 238
"PBANKA_1434000" 379 180 160 440 55 855 802 1055 964 981
"PBANKA_1434100" 1782 540 554 1691 204 4559 4925 4963 3271 2326
"PBANKA_1434200" 2513 1005 957 2016 392 4538 4161 4789 4438 5387
"PBANKA_1434300" 30 17 16 34 6 1 3 12 9 9
"PBANKA_1434400" 254 120 92 254 50 83 100 208 144 220
"PBANKA_1434500" 138 63 84 197 24 309 400 438 379 171
"PBANKA_1434600" 528 123 70 350 23 197 278 241 140 208
"PBANKA_1434700" 2535 757 631 2191 258 4962 5645 4830 1977 1513
"PBANKA_1434800" 2208 673 659 1793 236 4490 3807 3637 2571 1908
"PBANKA_1434900" 52 32 30 89 12 5 5 10 11 10
"PBANKA_1435000" 6 6 7 4 0 8 2 1 0 4
"PBANKA_1435100" 218 115 118 272 39 592 541 640 592 505
"PBANKA_1435200" 197 127 109 345 53 89 93 91 92 64
"PBANKA_1435300" 572 251 188 524 68 1472 1230 1869 1418 1398
"PBANKA_1435400" 163 46 45 120 11 380 384 411 236 364
"PBANKA_1435500" 110 47 28 102 22 394 473 501 231 220
"PBANKA_1435600" 183 61 75 181 10 373 406 459 495 317
"PBANKA_1435700" 291 182 174 505 29 729 950 1177 938 636
"PBANKA_1435800" 391 159 154 289 57 1009 908 1413 1296 2145
"PBANKA_1435900" 1 5 1 2 0 0 0 2 0 0
"PBANKA_1436100" 226 94 123 263 27 590 582 643 446 354
"PBANKA_1436200" 430 165 95 387 57 1007 1294 1035 605 639
"PBANKA_1436300" 256 74 102 312 25 12 49 71 25 44
"PBANKA_1436400" 271 134 118 227 60 463 450 590 800 739
"PBANKA_1436500" 335 98 68 257 25 70 101 180 179 89
"PBANKA_1436600" 7713 2854 1594 4817 863 125 645 629 620 771
"PBANKA_1436700" 195 67 73 204 22 501 466 485 334 288
"PBANKA_1436800" 247 111 128 248 37 722 828 961 860 1243
"PBANKA_1436900" 232 93 74 209 18 576 648 709 486 355
"PBANKA_1437000" 503 131 192 528 70 2090 2245 2365 1397 1184
"PBANKA_1437100" 1112 338 349 980 143 3087 3320 3317 2784 1225
"PBANKA_1437200" 717 304 396 777 97 1953 1968 2533 1835 1771
"PBANKA_1437300" 10593 3436 3490 8700 1378 25115 25531 28581 19500 21986
"PBANKA_1437400" 1028 456 440 777 225 1389 1237 1427 2271 1910
"PBANKA_1437500" 263 140 105 417 49 275 443 129 218 50
"PBANKA_1437600" 3972 1343 839 2440 302 132 434 715 992 768
"PBANKA_1437700" 1520 582 361 1292 144 163 305 381 386 248
"PBANKA_1437800" 362 122 121 319 49 952 766 754 889 853
"PBANKA_1437900" 194 85 108 243 25 518 563 598 613 623
"PBANKA_1438000" 566 223 207 497 52 1346 1655 2663 1997 2177
"PBANKA_1438100" 571 329 264 655 78 2715 2468 3197 2903 2016
"PBANKA_1438200" 196 47 51 201 5 531 616 641 333 231
"PBANKA_1438300" 2436 787 637 2163 209 6363 7161 6844 4138 2735
"PBANKA_1438400" 1075 226 262 754 105 1466 1673 1185 704 568
"PBANKA_1438500" 215 52 75 212 14 637 750 833 420 446
"PBANKA_1438600" 1082 369 389 844 235 2336 2094 2559 2683 4250
"PBANKA_1438700" 234 93 111 247 30 311 270 260 380 162
"PBANKA_1438800" 107 60 79 208 11 370 398 469 432 262
"PBANKA_1438900" 154 33 66 157 7 335 296 388 294 216
"PBANKA_1439000" 46 12 22 36 1 44 68 198 248 189
"PBANKA_1439100" 1614 420 307 1187 87 181 372 613 446 355
"PBANKA_1439200" 39070 12349 9096 27277 4727 102927 87479 76242 45430 35883
"PBANKA_1439300" 252 109 137 263 39 483 528 584 561 450
"PBANKA_1439400" 473 180 136 443 63 854 904 1410 1609 2278
"PBANKA_1439500" 95 50 55 159 22 230 206 322 282 275
"PBANKA_1439600" 171 38 22 131 11 332 473 514 239 229
"PBANKA_1439700" 93 57 36 98 10 289 231 315 286 326
"PBANKA_1439800" 166 96 83 134 30 596 608 707 1085 1167
"PBANKA_1439900" 91 21 26 73 7 168 199 240 172 110
"PBANKA_1440000" 307 79 93 229 39 622 717 792 481 562
"PBANKA_1440100" 850 274 300 812 77 2129 2296 2554 2005 1401
"PBANKA_1440200" 131 60 61 169 21 309 321 375 431 212
"PBANKA_1440300" 90 31 55 132 12 188 236 329 306 195
"PBANKA_1440400" 116 38 50 123 12 171 201 224 213 92
"PBANKA_1440500" 545 163 127 458 59 1538 1720 1726 1156 813
"PBANKA_1440600" 275 94 85 403 24 719 856 823 533 290
